chr,s,e,fst
1,3560001,3600000,0.0321642362058789
1,3580001,3620000,0.0335927364791393
1,3600001,3640000,0.0349483910746986
1,3620001,3660000,0.0343829448357427
1,3640001,3680000,0.0334016593050406
1,3660001,3700000,0.030188190152817
1,3680001,3720000,0.0289364546372967
1,3700001,3740000,0.0304005201707087
1,3720001,3760000,0.0298024378630729
1,3740001,3780000,0.0257816684561736
1,3760001,3800000,0.0208055545201472
1,3780001,3820000,0.0245836416531258
1,3800001,3840000,0.0324908194871952
1,3820001,3860000,0.0334281864930413
1,3840001,3880000,0.0307854101921698
1,3860001,3900000,0.0263942541138464
1,3880001,3920000,0.0272477033274366
1,3900001,3940000,0.0327146370595625
1,3920001,3960000,0.0312286532010468
1,3940001,3980000,0.0379835394136926
1,3960001,4000000,0.0478586208182077
1,3980001,4020000,0.0488495671831
1,4000001,4040000,0.0370508005459628
1,4020001,4060000,0.0276858522866574
1,4040001,4080000,0.018403456314709
1,4060001,4100000,0.0179773622472999
1,4080001,4120000,0.0198718296537436
1,4100001,4140000,0.0187363053372386
1,4120001,4160000,0.0173852399480284
1,4140001,4180000,0.0196470663279076
1,4160001,4200000,0.0190175186576315
1,4180001,4220000,0.0153965361971165
1,4200001,4240000,0.0144064045440084
1,4220001,4260000,0.0158473971720024
1,4240001,4280000,0.0196457093161006
1,4260001,4300000,0.023820456520416
1,4280001,4320000,0.0229229574726835
1,4300001,4340000,0.0160528102651366
1,4320001,4360000,0.014466053979701
1,4340001,4380000,0.0188623097607737
1,4360001,4400000,0.01380549205022
1,4380001,4420000,0.00835444742951101
1,4400001,4440000,0.00861961910730389
1,4420001,4460000,0.00762072475766998
1,4440001,4480000,0.00719341863375576
1,4460001,4500000,0.00759047763689732
1,4480001,4520000,0.0083765538273957
1,4500001,4540000,0.0104911733459988
1,4520001,4560000,0.013520248950986
1,4540001,4580000,0.0140300070679713
1,4560001,4600000,0.0141708605461952
1,4580001,4620000,0.0133688453003175
1,4600001,4640000,0.00957070193176104
1,4620001,4660000,0.00774824164530002
1,4640001,4680000,0.00801749892284809
1,4660001,4700000,0.00725899721746992
1,4680001,4720000,0.00727580394965057
1,4700001,4740000,0.00743534822451071
1,4720001,4760000,0.00880407271006117
1,4740001,4780000,0.0112661249236245
1,4760001,4800000,0.0127796921476327
1,4780001,4820000,0.0162351477321474
1,4800001,4840000,0.021909079973712
1,4820001,4860000,0.0264705956162043
1,4840001,4880000,0.0250994105347208
1,4860001,4900000,0.0183347832828342
1,4880001,4920000,0.0159126181404288
1,4900001,4940000,0.0146695735948823
1,4920001,4960000,0.0133275731386498
1,4940001,4980000,0.0208070333327872
1,4960001,5000000,0.02541242948838
1,4980001,5020000,0.0280158637966967
1,5000001,5040000,0.0279561433797153
1,5020001,5060000,0.0248685354479073
1,5040001,5080000,0.0229876759668896
1,5060001,5100000,0.016195909272552
1,5080001,5120000,0.0107860055720587
1,5100001,5140000,0.00949083473703005
1,5120001,5160000,0.00775997492584641
1,5140001,5180000,0.00516823046016955
1,5160001,5200000,0.00442253252630549
1,5180001,5220000,0.00416666186218545
1,5200001,5240000,0.00445241174462792
1,5220001,5260000,0.00595462960991555
1,5240001,5280000,0.00618673469058565
1,5260001,5300000,0.00613756687931154
1,5280001,5320000,0.00673538263210615
1,5300001,5340000,0.00641311843949439
1,5320001,5360000,0.00632667507410849
1,5340001,5380000,0.00710756213544498
1,5360001,5400000,0.00590142632491414
1,5380001,5420000,0.00605492033013019
1,5400001,5440000,0.00553650045714302
1,5420001,5460000,0.00776607119825888
1,5440001,5480000,0.0148212948008881
1,5460001,5500000,0.016925592228328
1,5480001,5520000,0.0172142222371983
1,5500001,5540000,0.0181981185622123
1,5520001,5560000,0.0194624728255773
1,5540001,5580000,0.0227851565488564
1,5560001,5600000,0.0297075291628964
1,5580001,5620000,0.0280693998054831
1,5600001,5640000,0.0197394720913382
1,5620001,5660000,0.0162463771543567
1,5640001,5680000,0.0162502826529202
1,5660001,5700000,0.017855623047334
1,5680001,5720000,0.0172735217311316
1,5700001,5740000,0.0176291177187046
1,5720001,5760000,0.013274490975523
1,5740001,5780000,0.00572818159495202
1,5760001,5800000,0.00294334413162347
1,5780001,5820000,0.0022867717249057
1,5800001,5840000,0.00260322392623099
1,5820001,5860000,0.00380219687198057
1,5840001,5880000,0.00510151347872823
1,5860001,5900000,0.00515400479759428
1,5880001,5920000,0.00932596037082399
1,5900001,5940000,0.0116877442721518
1,5920001,5960000,0.0107130264852656
1,5940001,5980000,0.0119326418218488
1,5960001,6000000,0.0110144611825098
1,5980001,6020000,0.0108152822598857
1,6000001,6040000,0.00944078645820323
1,6020001,6060000,0.00994904856466343
1,6040001,6080000,0.00904654970145895
1,6060001,6100000,0.00775274591309036
1,6080001,6120000,0.00918584784924855
1,6100001,6140000,0.0104718486316095
1,6120001,6160000,0.0105339747388119
1,6140001,6180000,0.0124918516707612
1,6160001,6200000,0.013750268613161
1,6180001,6220000,0.0133435779965069
1,6200001,6240000,0.0136019657631281
1,6220001,6260000,0.0155954222333923
1,6240001,6280000,0.0193272515077217
1,6260001,6300000,0.0187959881067066
1,6280001,6320000,0.0144799582793437
1,6300001,6340000,0.0137524285547708
1,6320001,6360000,0.0150241236405932
1,6340001,6380000,0.0130005848816746
1,6360001,6400000,0.0109039958969597
1,6380001,6420000,0.00950076940826641
1,6400001,6440000,0.0110689365750066
1,6420001,6460000,0.0155891283554042
1,6440001,6480000,0.015298055403426
1,6460001,6500000,0.0140274869891086
1,6480001,6520000,0.0185028652841076
1,6500001,6540000,0.0225899970630261
1,6520001,6560000,0.0210521497245151
1,6540001,6580000,0.0176802580816684
1,6560001,6600000,0.0173216829014171
1,6580001,6620000,0.0170881891350451
1,6600001,6640000,0.0158233756112903
1,6620001,6660000,0.0135437319086148
1,6640001,6680000,0.0113240484535088
1,6660001,6700000,0.011201253584662
1,6680001,6720000,0.0119134602643932
1,6700001,6740000,0.0122069529399239
1,6720001,6760000,0.0129746967934892
1,6740001,6780000,0.0124456984809644
1,6760001,6800000,0.0130093893363373
1,6780001,6820000,0.0142906299216245
1,6800001,6840000,0.016835801669163
1,6820001,6860000,0.0186252934405529
1,6840001,6880000,0.0111982560514355
1,6860001,6900000,0.00786106761004484
1,6880001,6920000,0.00996500537146283
1,6900001,6940000,0.0113010529932004
1,6920001,6960000,0.00986228154253851
1,6940001,6980000,0.00843369189134703
1,6960001,7000000,0.00827108817088932
1,6980001,7020000,0.00986829767287545
1,7000001,7040000,0.0116196694393156
1,7020001,7060000,0.0142495330861537
1,7040001,7080000,0.0154960787628004
1,7060001,7100000,0.0123419904805049
1,7080001,7120000,0.00832612679284828
1,7100001,7140000,0.00906785580127288
1,7120001,7160000,0.0109086985828687
1,7140001,7180000,0.0110202511996201
1,7160001,7200000,0.0100921201117232
1,7180001,7220000,0.0109966064205568
1,7200001,7240000,0.0114859189468856
1,7220001,7260000,0.0110809728096422
1,7240001,7280000,0.0105110834650622
1,7260001,7300000,0.0100440567905917
1,7280001,7320000,0.0124145482608195
1,7300001,7340000,0.0158106679164871
1,7320001,7360000,0.0162160297198675
1,7340001,7380000,0.0166364456589782
1,7360001,7400000,0.018994493592219
1,7380001,7420000,0.0154169751854089
1,7400001,7440000,0.0122278860982565
1,7420001,7460000,0.0191336580776409
1,7440001,7480000,0.0194736163623191
1,7460001,7500000,0.0144684670981119
1,7480001,7520000,0.0123614929682418
1,7500001,7540000,0.012174905394638
1,7520001,7560000,0.0122958575690805
1,7540001,7580000,0.0143395195705592
1,7560001,7600000,0.0166158336758866
1,7580001,7620000,0.0144059618690656
1,7600001,7640000,0.0122917675936237
1,7620001,7660000,0.0122733053503254
1,7640001,7680000,0.0133880671635142
1,7660001,7700000,0.0128829816629267
1,7680001,7720000,0.0112675164179834
1,7700001,7740000,0.0165598636230372
1,7720001,7760000,0.0202869415573113
1,7740001,7780000,0.0143164236575487
1,7760001,7800000,0.0120371324503561
1,7780001,7820000,0.0133122959980297
1,7800001,7840000,0.0146266702509292
1,7820001,7860000,0.0165608253228936
1,7840001,7880000,0.0139546177023322
1,7860001,7900000,0.012746570130548
1,7880001,7920000,0.0169293439518001
1,7900001,7940000,0.0122521174232025
1,7920001,7960000,0.00828869282310589
1,7940001,7980000,0.0086950951387185
1,7960001,8000000,0.0111413089863164
1,7980001,8020000,0.00957461228020139
1,8000001,8040000,0.00799619482713719
1,8020001,8060000,0.0121423862329795
1,8040001,8080000,0.0137678375892302
1,8060001,8100000,0.0117041213771178
1,8080001,8120000,0.00936084589627942
1,8100001,8140000,0.00915729487941608
1,8120001,8160000,0.00883413970031845
1,8140001,8180000,0.00799769548660087
1,8160001,8200000,0.00866367437390685
1,8180001,8220000,0.00896413715600612
1,8200001,8240000,0.00997300512067221
1,8220001,8260000,0.010962173033644
1,8240001,8280000,0.0118819174056504
1,8260001,8300000,0.00944850985046113
1,8280001,8320000,0.00634920514987424
1,8300001,8340000,0.00619791533432995
1,8320001,8360000,0.00892669498965067
1,8340001,8380000,0.0106581390937758
1,8360001,8400000,0.0129172574889973
1,8380001,8420000,0.0130127202663538
1,8400001,8440000,0.0147461603643509
1,8420001,8460000,0.0189223395577206
1,8440001,8480000,0.0178386797913574
1,8460001,8500000,0.0162970917447255
1,8480001,8520000,0.0121842981231944
1,8500001,8540000,0.0115804676991829
1,8520001,8560000,0.0164696573603693
1,8540001,8580000,0.0199179733869347
1,8560001,8600000,0.0191526534167613
1,8580001,8620000,0.0179460031909971
1,8600001,8640000,0.0189061841952068
1,8620001,8660000,0.0187442795054133
1,8640001,8680000,0.01605071495248
1,8660001,8700000,0.0146266803849538
1,8680001,8720000,0.0192618389625665
1,8700001,8740000,0.0190234518130506
1,8720001,8760000,0.0146470690784475
1,8740001,8780000,0.0163671747091607
1,8760001,8800000,0.0113345761028613
1,8780001,8820000,0.0131821071289554
1,8800001,8840000,0.0156627079385979
1,8820001,8860000,0.0150095853372046
1,8840001,8880000,0.0148337713830446
1,8860001,8900000,0.0139248060810596
1,8880001,8920000,0.0140642298113173
1,8900001,8940000,0.014397480017272
1,8920001,8960000,0.0156835746614281
1,8940001,8980000,0.0145203415390096
1,8960001,9000000,0.015058923802312
1,8980001,9020000,0.0170383786759432
1,9000001,9040000,0.0170585892778292
1,9020001,9060000,0.0218807360817344
1,9040001,9080000,0.0260070960886667
1,9060001,9100000,0.0240335036038295
1,9080001,9120000,0.0202365279119708
1,9100001,9140000,0.0184568567313286
1,9120001,9160000,0.0189275384046299
1,9140001,9180000,0.0210158249577366
1,9160001,9200000,0.0229727027670436
1,9180001,9220000,0.0237743328225204
1,9200001,9240000,0.0233458509906289
1,9220001,9260000,0.0242107271032687
1,9240001,9280000,0.0247810074362205
1,9260001,9300000,0.0225421982114393
1,9280001,9320000,0.0213084557118693
1,9300001,9340000,0.0232605258943057
1,9320001,9360000,0.0225378842399205
1,9340001,9380000,0.0213666567633706
1,9360001,9400000,0.0224629848630699
1,9380001,9420000,0.023696797735227
1,9400001,9440000,0.0239095205044982
1,9420001,9460000,0.0205011622078772
1,9440001,9480000,0.0191805929897343
1,9460001,9500000,0.0188492197637841
1,9480001,9520000,0.0178235567211141
1,9500001,9540000,0.0165817582010989
1,9520001,9560000,0.0175847509745393
1,9540001,9580000,0.0191765529617521
1,9560001,9600000,0.0166478977794435
1,9580001,9620000,0.0156488119035577
1,9600001,9640000,0.0172424764101081
1,9620001,9660000,0.0181492126616184
1,9640001,9680000,0.0168629705183356
1,9660001,9700000,0.0162616230003568
1,9680001,9720000,0.0162661880071322
1,9700001,9740000,0.0169642792991765
1,9720001,9760000,0.0225590676523314
1,9740001,9780000,0.0240341519605346
1,9760001,9800000,0.0207831588607988
1,9780001,9820000,0.0189486759427457
1,9800001,9840000,0.0197761201718505
1,9820001,9860000,0.0183659908395745
1,9840001,9880000,0.019751521099097
1,9860001,9900000,0.0214280795808246
1,9880001,9920000,0.0208173108202421
1,9900001,9940000,0.0218501181248083
1,9920001,9960000,0.0200479507370627
1,9940001,9980000,0.0175833910533533
1,9960001,10000000,0.0185144349088405
1,9980001,10020000,0.0159991135394693
1,10000001,10040000,0.0166144557140318
1,10020001,10060000,0.0179882053328906
1,10040001,10080000,0.015655554334552
1,10060001,10100000,0.0164605464263086
1,10080001,10120000,0.0128595989918668
1,10100001,10140000,0.0120877930693102
1,10120001,10160000,0.0139253820165543
1,10140001,10180000,0.0136583377200193
1,10160001,10200000,0.0118902088932831
1,10180001,10220000,0.0109831210540926
1,10200001,10240000,0.0101969238997098
1,10220001,10260000,0.0107447341507954
1,10240001,10280000,0.0102124788005221
1,10260001,10300000,0.0113372468139199
1,10280001,10320000,0.0115770094568312
1,10300001,10340000,0.0130837965961922
1,10320001,10360000,0.0158474241537172
1,10340001,10380000,0.012890422039468
1,10360001,10400000,0.0112666451185915
1,10380001,10420000,0.0117557488875708
1,10400001,10440000,0.011647167184211
1,10420001,10460000,0.0115025843995284
1,10440001,10480000,0.0119650513793438
1,10460001,10500000,0.012435720068064
1,10480001,10520000,0.0125411660862419
1,10500001,10540000,0.011553862057427
1,10520001,10560000,0.0117364667444132
1,10540001,10580000,0.0149472096132735
1,10560001,10600000,0.0153351106585001
1,10580001,10620000,0.0148218166141809
1,10600001,10640000,0.0138431278922263
1,10620001,10660000,0.00959384502627473
1,10640001,10680000,0.00794298807061831
1,10660001,10700000,0.0083598498211294
1,10680001,10720000,0.00890330776683322
1,10700001,10740000,0.011933738797249
1,10720001,10760000,0.0142375751761648
1,10740001,10780000,0.0162590711058009
1,10760001,10800000,0.0169840334150603
1,10780001,10820000,0.0165005087199594
1,10800001,10840000,0.0157595914641885
1,10820001,10860000,0.0181742507338837
1,10840001,10880000,0.0175822448133215
1,10860001,10900000,0.0151780051406791
1,10880001,10920000,0.0167740837962247
1,10900001,10940000,0.0128985143390791
1,10920001,10960000,0.0090748871951914
1,10940001,10980000,0.0087869441932974
1,10960001,11000000,0.0091689314689907
1,10980001,11020000,0.00997294849961675
1,11000001,11040000,0.00958211292354871
1,11020001,11060000,0.00937980902333037
1,11040001,11080000,0.0107772096442116
1,11060001,11100000,0.0107239085044175
1,11080001,11120000,0.00998116508006181
1,11100001,11140000,0.010075393027006
1,11120001,11160000,0.0129172186821351
1,11140001,11180000,0.017775149939215
1,11160001,11200000,0.0166385933646262
1,11180001,11220000,0.0152615383494114
1,11200001,11240000,0.0166488626976754
1,11220001,11260000,0.0164100853524514
1,11240001,11280000,0.0147841580933632
1,11260001,11300000,0.0121583107593986
1,11280001,11320000,0.00770001469302602
1,11300001,11340000,0.00757139010967406
1,11320001,11360000,0.00782882825544492
1,11340001,11380000,0.00822736540816362
1,11360001,11400000,0.00864150896702044
1,11380001,11420000,0.0089715707210434
1,11400001,11440000,0.0114658816120694
1,11420001,11460000,0.0114076303244617
1,11440001,11480000,0.0100883634794339
1,11460001,11500000,0.010892480688268
1,11480001,11520000,0.0181192798162778
1,11500001,11540000,0.0280106812961486
1,11520001,11560000,0.0305020692679259
1,11540001,11580000,0.0257263664756866
1,11560001,11600000,0.0211235686046823
1,11580001,11620000,0.0107733092605716
1,11600001,11640000,0.00740816502060712
1,11620001,11660000,0.0136296878371976
1,11640001,11680000,0.0193311133060891
1,11660001,11700000,0.0182928129779989
1,11680001,11720000,0.0161039160154969
1,11700001,11740000,0.0155270537441188
1,11720001,11760000,0.0139795574314283
1,11740001,11780000,0.0149641994454489
1,11760001,11800000,0.0186232275597786
1,11780001,11820000,0.0175804470008626
1,11800001,11840000,0.0144267307415936
1,11820001,11860000,0.012310338164394
1,11840001,11880000,0.00986452146003903
1,11860001,11900000,0.0119434249488473
1,11880001,11920000,0.0157096937722077
1,11900001,11940000,0.0217736951691992
1,11920001,11960000,0.0244651561316528
1,11940001,11980000,0.0181389722192382
1,11960001,12000000,0.0152852723241668
1,11980001,12020000,0.0217941418228991
1,12000001,12040000,0.026070897716889
1,12020001,12060000,0.0243551817220324
1,12040001,12080000,0.0229151548780332
1,12060001,12100000,0.0217679352419993
1,12080001,12120000,0.017938833140735
1,12100001,12140000,0.016434160707075
1,12120001,12160000,0.0181343906524126
1,12140001,12180000,0.019385860850635
1,12160001,12200000,0.0172163920524289
1,12180001,12220000,0.0149808820243724
1,12200001,12240000,0.0141478106827223
1,12220001,12260000,0.0156015077571239
1,12240001,12280000,0.0173937916582019
1,12260001,12300000,0.0161269913443453
1,12280001,12320000,0.0163101085236194
1,12300001,12340000,0.0141584152887214
1,12320001,12360000,0.012107209643375
1,12340001,12380000,0.014011552966
1,12360001,12400000,0.0198966539362952
1,12380001,12420000,0.0180705417416602
1,12400001,12440000,0.0120891184489858
1,12420001,12460000,0.014448908495196
1,12440001,12480000,0.0136539580076955
1,12460001,12500000,0.0145802750566098
1,12480001,12520000,0.0151837662291578
1,12500001,12540000,0.0115337997809505
1,12520001,12560000,0.00870061347971795
1,12540001,12580000,0.0098627004795595
1,12560001,12600000,0.0112279409563661
1,12580001,12620000,0.0106470073921697
1,12600001,12640000,0.0121204811679575
1,12620001,12660000,0.0114902308922055
1,12640001,12680000,0.00992869016508682
1,12660001,12700000,0.0158203520188875
1,12680001,12720000,0.0170941266093358
1,12700001,12740000,0.0145904223024444
1,12720001,12760000,0.011985585497558
1,12740001,12780000,0.0147937362752719
1,12760001,12800000,0.0157290139391105
1,12780001,12820000,0.0136708537400113
1,12800001,12840000,0.0114209515431688
1,12820001,12860000,0.0112245258412793
1,12840001,12880000,0.0150160555237117
1,12860001,12900000,0.017617841795686
1,12880001,12920000,0.0200341724751678
1,12900001,12940000,0.0172173694021201
1,12920001,12960000,0.0120914451184579
1,12940001,12980000,0.0094182945009332
1,12960001,13000000,0.008051389766967
1,12980001,13020000,0.00609317431886498
1,13000001,13040000,0.00438549648148516
1,13020001,13060000,0.00471398502413321
1,13040001,13080000,0.00611866164681576
1,13060001,13100000,0.0107080926361392
1,13080001,13120000,0.0102824373018865
1,13100001,13140000,0.0109445524586278
1,13120001,13160000,0.0181122043827642
1,13140001,13180000,0.0199655284962935
1,13160001,13200000,0.0240363357456181
1,13180001,13220000,0.0244287849679181
1,13200001,13240000,0.0188395144726617
1,13220001,13260000,0.0139757444755965
1,13240001,13280000,0.0117381614714831
1,13260001,13300000,0.00541410369557059
1,13280001,13320000,0.00517185752038851
1,13300001,13340000,0.00724291753436072
1,13320001,13360000,0.00882593808439223
1,13340001,13380000,0.0108281978872676
1,13360001,13400000,0.0137037036021538
1,13380001,13420000,0.0135455492997546
1,13400001,13440000,0.0114618211891942
1,13420001,13460000,0.010649659710252
1,13440001,13480000,0.0100883414361481
1,13460001,13500000,0.0110622905091725
1,13480001,13520000,0.012452096649312
1,13500001,13540000,0.0146513632471891
1,13520001,13560000,0.0109498639236944
1,13540001,13580000,0.00416311894910458
1,13560001,13600000,0.00406662419371806
1,13580001,13620000,0.00393545527547883
1,13600001,13640000,0.00473675004979367
1,13620001,13660000,0.00576392212572937
1,13640001,13680000,0.00574025348400418
1,13660001,13700000,0.00504781195741057
1,13680001,13720000,0.00540671726570476
1,13700001,13740000,0.00547827357605224
1,13720001,13760000,0.00660593481663962
1,13740001,13780000,0.00885657494430959
1,13760001,13800000,0.0116638171458745
1,13780001,13820000,0.00979728389498815
1,13800001,13840000,0.00619344546392528
1,13820001,13860000,0.00550525275492011
1,13840001,13880000,0.00617330583292804
1,13860001,13900000,0.00575665924263547
1,13880001,13920000,0.00618294109282249
1,13900001,13940000,0.00689444469568929
1,13920001,13960000,0.0094954410039789
1,13940001,13980000,0.00850044048768933
1,13960001,14000000,0.00702138090068874
1,13980001,14020000,0.00743065854888271
1,14000001,14040000,0.0066716729646196
1,14020001,14060000,0.00613810425717428
1,14040001,14080000,0.00542004998985819
1,14060001,14100000,0.00469345999436666
1,14080001,14120000,0.00677991873643482
1,14100001,14140000,0.0170656876204852
1,14120001,14160000,0.0191548010568726
1,14140001,14180000,0.0184553870989476
1,14160001,14200000,0.0239768653418982
1,14180001,14220000,0.0254703990647949
1,14200001,14240000,0.0120544185090765
1,14220001,14260000,0.00711315064929961
1,14240001,14280000,0.00792832233324576
1,14260001,14300000,0.0106293145831528
1,14280001,14320000,0.0128126340723434
1,14300001,14340000,0.00947247216659224
1,14320001,14360000,0.00995824303522749
1,14340001,14380000,0.0132532608730451
1,14360001,14400000,0.0161272382762046
1,14380001,14420000,0.0161155784869066
1,14400001,14440000,0.0195311635880508
1,14420001,14460000,0.0231793349534817
1,14440001,14480000,0.0173053204845113
1,14460001,14500000,0.00821478047284593
1,14480001,14520000,0.00877663203626547
1,14500001,14540000,0.0105856245915972
1,14520001,14560000,0.0119966124664822
1,14540001,14580000,0.0103930579419358
1,14560001,14600000,0.0100086132121752
1,14580001,14620000,0.012189013557897
1,14600001,14640000,0.0140692972280449
1,14620001,14660000,0.0195689929512012
1,14640001,14680000,0.0223692736462598
1,14660001,14700000,0.020465569807106
1,14680001,14720000,0.0173872659095961
1,14700001,14740000,0.0161952071622403
1,14720001,14760000,0.0160457395310646
1,14740001,14780000,0.0170931075448125
1,14760001,14800000,0.0155169454555961
1,14780001,14820000,0.0145008850312202
1,14800001,14840000,0.0138755447438945
1,14820001,14860000,0.0120253838332068
1,14840001,14880000,0.0142343904651697
1,14860001,14900000,0.0174870469648736
